ResponseId,spev_score,demo_part1_gender,demo_part2_religion,demo_part2_free,demo_religserv-PEW,demo_religimp-PEW,demo_part3_pray-PEW,demo_godcommunicate,demo_part3_tongues,demo_spiritfilled,demo_part3_giftshs,demo_part3_free,sleep_11,religion_cat,religion_denom,sleep_11_std,ISQ_raw,ISQ_std,pray_freq_PEW,pray_freq_PEW_num,group
R_28UtAhcjOl351xb,1,Man,Catholic,NA,Seldom,Somewhat important,Once a day,NA,NA,NA,NA,NA,0,Catholic,Christian,-0.518668697,0.2,-1.335835465,Once a day,6,All Christian
R_28ZgsmqUNawo8V9,0.27272727272727276,Man,Protestant,No,Seldom,Somewhat important,A few times a month,Yes,No,No,Yes,No,0,Protestant,Christian,-0.518668697,2.4,0.6006610514434747,A few times a month,3,All Christian
R_290JiawmXxpisdi,1.1111111111111112,Woman,"Christian, no specific denomination",NA,More than once a week,Very important,Several times a day,Yes,No,Yes,Yes,NA,0,"Christian, no specific denomination",Christian,-0.518668697,3.8,1.8329770166340096,Several times a day,7,All Christian
R_2949I8uI3Mt5TGu,2.0454545454545454,Man,"Evangelical or ""born again""",NA,A few times a year,Very important,A few times a week,NA,NA,NA,NA,NA,2,"Evangelical or ""born again""",Christian,1.3800771015453797,2,0.24857077567475053,A few times a week,5,Evangelical Christian
R_295nc8a3dTw1NRR,2.090909090909091,Man,"Evangelical or ""born again""",NA,More than once a week,Very important,A few times a week,Yes,Yes,Yes,Yes,NA,2,"Evangelical or ""born again""",Christian,1.3800771015453797,0,-1.511880603,A few times a week,5,Evangelical Christian
R_296a7xCwtX1LgTN,0.5,Man,"Spiritual but not religious,Agnostic",NA,Seldom,Not too important,Never,NA,NA,NA,NA,NA,1,"Evangelical or ""born again""",Christian,0.43070420230895456,1.4,-0.279564638,Never,1,Evangelical Christian
R_296pnfA7qemYXGO,0.045454545,Woman,"Christian, no specific denomination",NA,Never,Not too important,Never,NA,NA,NA,NA,NA,0,"Christian, no specific denomination",Christian,-0.518668697,3,1.1287964650965612,Never,1,All Christian
R_296pnnzzEpcgZZz,0.090909091,Man,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,2,Agnostic,Non-religious,1.3800771015453797,1,-0.631654914,Never,1,All Participants
R_296vyxNafANLXwY,0,Man,Agnostic,no,Never,Not at all important,Never,NA,NA,NA,NA,no,0,Agnostic,Non-religious,-0.518668697,1,-0.631654914,Never,1,All Participants
R_299Wf6Vmv2c4DNS,1.4285714285714284,Woman,"Christian, no specific denomination",NA,Seldom,Very important,Several times a day,NA,NA,NA,NA,NA,-1,"Christian, no specific denomination",Christian,-1.468041596,2.8,0.952751327,Several times a day,7,All Christian
R_29hQefhEeJ4rCJ2,1.2777777777777777,Woman,Catholic,NA,Seldom,Not too important,Seldom,Yes,No,No,Yes,NA,0,Catholic,Christian,-0.518668697,1.8,0.072525638,Seldom,2,All Christian
R_29i8YkvVSEM73mj,0.19999999999999998,Woman,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Atheist,Non-religious,-0.518668697,1.4,-0.279564638,Never,1,All Participants
R_29lX0XtlzZ8DBTY,1.3888888888888886,Man,Spiritual but not religious,NA,Never,Not too important,A few times a month,NA,NA,NA,NA,NA,2,Spiritual but not religious,New Age / Spiritual,1.3800771015453797,1.8,0.072525638,A few times a month,3,All Participants
R_29mGsqco2mUr5DR,0.13636363636363635,Man,Muslim,NA,Seldom,Not too important,Seldom,NA,NA,NA,NA,NA,0,Muslim,Other World Religion,-0.518668697,1.6,-0.1035195,Seldom,2,All Participants
R_29okt1BSZkoPqzg,1.5294117647058822,Man,"Christian, no specific denomination",NA,Once or twice a month,Very important,Several times a day,Yes,No,Yes,Yes,NA,2,"Christian, no specific denomination",Christian,1.3800771015453797,0.4,-1.159790327,Several times a day,7,All Christian
R_29ptnRorOJpvHKW,0.8461538461538461,Man,"Christian, no specific denomination",NA,Once or twice a month,Very important,Several times a day,Yes,No,Yes,Yes,NA,2,"Christian, no specific denomination",Christian,1.3800771015453797,1.8,0.072525638,Several times a day,7,All Christian
R_2aaTgNCXk4LCIRe,0.590909091,Woman,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,I meditate,-1,Agnostic,Non-religious,-1.468041596,0,-1.511880603,Never,1,All Participants
R_2ab12y0fFNWyNN6,0.7058823529411764,Woman,"Evangelical or ""born again""",NA,More than once a week,Very important,Several times a day,Yes,No,Yes,Yes,NA,0,"Evangelical or ""born again""",Christian,-0.518668697,0.2,-1.335835465,Several times a day,7,Evangelical Christian
R_2aCDoGshw3c4v1A,1.1363636363636362,Man,"Orthodox Christian (for example, Greek Orthodox, Russian Orthodox)",I'm mostly a deist,Seldom,Not too important,A few times a week,Yes,No,Yes,Yes,NA,-1,"Orthodox Christian (for example, Greek Orthodox, Russian Orthodox)",Christian,-1.468041596,2.4,0.6006610514434747,A few times a week,5,All Christian
R_2aEVaMnnxkvdyPd,0.21052631578947367,Man,Protestant,NA,Never,Not too important,Seldom,NA,NA,NA,NA,NA,0,Protestant,Christian,-0.518668697,0,-1.511880603,Seldom,2,All Christian
R_2aFbpBswe4yAWnJ,0.1875,Woman,"Christian, no specific denomination",NA,A few times a year,Not too important,Seldom,Yes,No,Yes,Yes,NA,1,"Christian, no specific denomination",Christian,0.43070420230895456,2,0.24857077567475053,Seldom,2,All Christian
R_2aFya4GN8C5aF0t,0.5909090909090909,Woman,Agnostic,NA,Never,Not too important,Never,NA,NA,NA,NA,NA,-1,Agnostic,Non-religious,-1.468041596,3.2,1.3048416029809236,Never,1,All Participants
R_2aIS74SjXZdf9YE,0.5454545454545455,Man,"Christian, no specific denomination",NA,Once or twice a month,Somewhat important,A few times a week,Yes,Yes,Yes,Yes,NA,-2,"Christian, no specific denomination",Christian,-2.417414495,1,-0.631654914,A few times a week,5,All Christian
R_2aJIS3tllJtOgkT,0.27272727272727276,Woman,Protestant,"I don't go to church, but I pray daily and try to practice my religion through how I live my life.",Never,Very important,Several times a day,NA,No,NA,NA,"I went to church regularly as a child, attended sporadically as an adult, and no longer attend at present.",0,Protestant,Christian,-0.518668697,1.8,0.072525638,Several times a day,7,All Christian
R_2aL8rtk2Gq5VdYa,0,Man,Protestant,NA,Seldom,Not too important,Never,No,No,No,No,NA,1,Protestant,Christian,0.43070420230895456,2.2,0.4246159135591128,Never,1,All Christian
R_2ANLfragl0midBu,0.7272727272727272,Man,Nothing in particular,"I was raised without religion, and I am thankful for that.",Never,Not at all important,Seldom,NA,NA,NA,NA,NA,2,Nothing in particular,Non-religious,1.3800771015453797,1.2,-0.455609776,Seldom,2,All Participants
R_2aPhZ6KQCA0heZ3,0.6666666666666667,Man,"Christian, no specific denomination",I have no comments.,Seldom,Very important,Once a day,NA,NA,NA,NA,I have no comments.,NA,"Christian, no specific denomination",Christian,NA,0,-1.511880603,Once a day,6,All Christian
R_2ar8irZAlNNgBbI,0.13636363636363638,Man,Catholic,NA,Seldom,Not too important,Never,Yes,No,No,Yes,NA,2,Catholic,Christian,1.3800771015453797,1,-0.631654914,Never,1,All Christian
R_2aRDq43B09i7UvT,0.10526315789473684,Man,Protestant,NA,Once a week,Very important,Several times a day,Yes,No,Yes,Yes,NA,2,Protestant,Christian,1.3800771015453797,0,-1.511880603,Several times a day,7,All Christian
R_2ASe3RK3OQQsSVJ,0.2857142857142858,Woman,Catholic,NA,A few times a year,Very important,A few times a month,NA,NA,NA,Yes,NA,0,Catholic,Christian,-0.518668697,0.75,-0.851711336,A few times a month,3,All Christian
R_2asgPsVSLe5q11q,0,Man,Atheist,"I don't really think about religion that much, honestly.",Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Atheist,Non-religious,-0.518668697,3.2,1.3048416029809236,Never,1,All Participants
R_2asilZ1Yxfq4jHB,0.5,Man,Spiritual but not religious,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Spiritual but not religious,New Age / Spiritual,-0.518668697,1.4,-0.279564638,Never,1,All Participants
R_2ATPjjguYDyWO77,1.0909090909090908,Woman,Protestant,Belief in Jesus Christ is required to get to heaven,Once a week,Very important,A few times a week,Yes,No,Yes,Yes,Raised in a Baptist church.  Currently attend nondenominational Baptist church,0,Protestant,Christian,-0.518668697,3.4,1.4808867408652855,A few times a week,5,All Christian
R_2atzwwMVPbXTRUR,0,Man,Nothing in particular,NA,Never,Not too important,Seldom,NA,NA,NA,NA,NA,2,Nothing in particular,Non-religious,1.3800771015453797,1.8,0.072525638,Seldom,2,All Participants
R_2AX8NQLXTd4KaSV,0.1428571428571429,Woman,Agnostic,no,Never,Not at all important,Seldom,NA,NA,NA,NA,no,1,Agnostic,Non-religious,0.43070420230895456,3.8,1.8329770166340096,Seldom,2,All Participants
R_2axfLWpksyivFBc,0,Man,Atheist,Once the logic centers of my brain got going after I became 10 years old or so I realized religion is BS and became an Atheist soon after.,Never,Not at all important,Never,NA,NA,NA,NA,"I put I was psychic on that one page because I have had several visions / auditory hallucinations that predicted future events before, and a dream where I saw the japanese tsunami and reactor core meltdown 2 nights before it happened, I even knew it was overheating and knew I had to escape the core in my dream after watching the waves come in on a rocky ledge like they have all around Japan!",2,Atheist,Non-religious,1.3800771015453797,1,-0.631654914,Never,1,All Participants
R_2aXOHRVxxWgwiQG,0.045454545,Woman,"Christian, no specific denomination",NA,NA,Not too important,NA,NA,No,NA,Yes,NA,0,"Christian, no specific denomination",Christian,-0.518668697,4,2.009022154518372,NA,NA,All Christian
R_2az6kiZ3ijfT1Sm,0.8571428571428572,Woman,"Christian, no specific denomination,Spiritual but not religious",NA,Never,Not at all important,A few times a month,NA,NA,NA,NA,NA,0,More than one religion/spirituality,More than one religion/spirituality,-0.518668697,3.8,1.8329770166340096,A few times a month,3,All Participants
R_2b0Ors6qbiIKg6D,0.3636363636363636,Woman,Spiritual but not religious,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,1,Spiritual but not religious,New Age / Spiritual,0.43070420230895456,2.2,0.4246159135591128,Never,1,All Participants
R_2B3RRWOfGS0UJ3I,0.3636363636363636,Man,"Christian, no specific denomination",NA,Never,Very important,Several times a day,NA,NA,NA,NA,NA,0,"Christian, no specific denomination",Christian,-0.518668697,0,-1.511880603,Several times a day,7,All Christian
R_2B4KaaOxEtvXs5G,0.045454545454545456,Woman,Agnostic,NA,Never,Somewhat important,Seldom,NA,NA,NA,NA,NA,2,Agnostic,Non-religious,1.3800771015453797,1,-0.631654914,Seldom,2,All Participants
R_2B5V7AM9nX4v8dM,0.090909091,Man,Catholic,none,A few times a year,Somewhat important,Seldom,No,No,Yes,Yes,none,1,Catholic,Christian,0.43070420230895456,0.6,-0.98374519,Seldom,2,All Christian
R_2BA1Neza7YeURgU,0.27777777777777785,Man,Agnostic,NA,Never,Not too important,Never,NA,NA,NA,NA,NA,0,Agnostic,Non-religious,-0.518668697,1.8,0.072525638,Never,1,All Participants
R_2BgshLXbLlDj61Q,0.090909091,Man,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,2,Atheist,Non-religious,1.3800771015453797,1,-0.631654914,Never,1,All Participants
R_2BhOVHE7tUfFFpl,0.7272727272727273,Man,Protestant,NA,Once or twice a month,Very important,Several times a day,Yes,Yes,Yes,No,NA,-1,Protestant,Christian,-1.468041596,1.2,-0.455609776,Several times a day,7,All Christian
R_2bI8t5h5GhvA8EL,0.090909091,Man,Nothing in particular,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Nothing in particular,Non-religious,-0.518668697,1.6,-0.1035195,Never,1,All Participants
R_2BmoIlQgbEYNsax,0,Woman,Hindu,NA,A few times a year,Very important,A few times a week,NA,NA,NA,NA,NA,1,Hindu,Other World Religion,0.43070420230895456,1.2,-0.455609776,A few times a week,5,All Participants
R_2BnQaH0HuT8g2aa,2.0454545454545454,Man,Protestant,NA,Once a week,Very important,Once a day,Yes,Yes,Yes,Yes,NA,1,Protestant,Christian,0.43070420230895456,0.2,-1.335835465,Once a day,6,All Christian
R_2Bsomwu3Bli4cGH,1.55,Woman,Some other kind of Christianity (Please describe below.),NA,Seldom,Somewhat important,Several times a day,Yes,Yes,Yes,Yes,NA,1,Some other kind of Christianity (Please describe below.),Christian,0.43070420230895456,2.6,0.7767061893278371,Several times a day,7,All Christian
R_2CB7wUlaHrqtMek,2.8181818181818183,Man,Catholic,NA,Once a week,Very important,Once a day,Yes,Yes,Yes,Yes,NA,-2,Catholic,Christian,-2.417414495,0,-1.511880603,Once a day,6,All Christian
R_2cBGkEPAQ0saUUh,0.29999999999999993,Woman,"Member of the Church of Jesus Christ of Latter-day Saints (sometimes known as ""Mormon"")",NA,Once a week,Very important,Several times a day,Yes,No,Yes,Yes,NA,2,"Member of the Church of Jesus Christ of Latter-day Saints (sometimes known as ""Mormon"")",Christian,1.3800771015453797,1.4,-0.279564638,Several times a day,7,All Christian
R_2CBUgbiRzBt3sZ4,0.9473684210526316,Man,"Christian, no specific denomination",NA,A few times a year,Somewhat important,Once a day,Yes,No,NA,Yes,NA,0,"Christian, no specific denomination",Christian,-0.518668697,1.4,-0.279564638,Once a day,6,All Christian
R_2cC79NNfXwDlCAh,0.7727272727272728,Woman,Spiritual but not religious,NA,Never,Not at all important,Seldom,NA,NA,NA,NA,NA,1,Spiritual but not religious,New Age / Spiritual,0.43070420230895456,2.4,0.6006610514434747,Seldom,2,All Participants
R_2cCojL6xjGuS3Yo,1.0454545454545454,Man,Protestant,NA,Once a week,Very important,Several times a day,Yes,Yes,Yes,Yes,NA,1,Protestant,Christian,0.43070420230895456,1.2,-0.455609776,Several times a day,7,All Christian
R_2CD6z6oWf1aCJmz,0.090909091,Man,Agnostic,no,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Agnostic,Non-religious,-0.518668697,0.2,-1.335835465,Never,1,All Participants
R_2ceBZbYkfyktplr,0.3181818181818182,Woman,Protestant,NA,Once a week,Very important,Once a day,Yes,No,Yes,Yes,NA,2,Protestant,Christian,1.3800771015453797,1.2,-0.455609776,Once a day,6,All Christian
R_2CfTMWxlrnenOTd,0,Woman,Catholic,NA,Once or twice a month,Very important,Once a day,Yes,No,Yes,Yes,NA,0,Catholic,Christian,-0.518668697,1,-0.631654914,Once a day,6,All Christian
R_2chDtf4awrxfwFy,0.090909091,Man,Agnostic,NA,Seldom,Not at all important,Never,NA,NA,NA,NA,NA,2,Agnostic,Non-religious,1.3800771015453797,1.6,-0.1035195,Never,1,All Participants
R_2CHgHGoMffDirja,0,Man,Nothing in particular,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,1,Nothing in particular,Non-religious,0.43070420230895456,1,-0.631654914,Never,1,All Participants
R_2CJU1nv6Jp3WMeE,1,Man,"Evangelical or ""born again""",NA,A few times a year,Very important,Several times a day,NA,NA,NA,NA,NA,0,"Evangelical or ""born again""",Christian,-0.518668697,1.4,-0.279564638,Several times a day,7,Evangelical Christian
R_2Ck96OXQuqJ8qD5,0,Woman,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,-1,Agnostic,Non-religious,-1.468041596,1.6,-0.1035195,Never,1,All Participants
R_2CKadNGDbnp3skQ,1.0588235294117647,Woman,"Evangelical or ""born again"",Christian, no specific denomination","My faith is based in the person of Jesus Christ, the Son of the living God",More than once a week,Very important,Once a day,Yes,No,Yes,Yes,NA,0,"Evangelical or ""born again""",Christian,-0.518668697,2.4,0.6006610514434747,Once a day,6,Evangelical Christian
R_2Cku7yvPd5SbKL6,1.1111111111111112,Woman,"Evangelical or ""born again""",NA,More than once a week,Very important,A few times a month,Yes,NA,NA,Yes,NA,1,"Evangelical or ""born again""",Christian,0.43070420230895456,1.4,-0.279564638,A few times a month,3,Evangelical Christian
R_2CkxkSS7Lve9f0o,0.3,Man,"Christian, no specific denomination",NA,Seldom,Somewhat important,A few times a month,NA,No,NA,Yes,NA,2,"Christian, no specific denomination",Christian,1.3800771015453797,1.2,-0.455609776,A few times a month,3,All Christian
R_2ClbvFlrMQp378P,1.0625,Woman,Catholic,NA,A few times a year,Somewhat important,Several times a day,Yes,No,NA,Yes,NA,1,Catholic,Christian,0.43070420230895456,1.2,-0.455609776,Several times a day,7,All Christian
R_2ClDi09vEE909XV,0.090909091,Man,Nothing in particular,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,2,Nothing in particular,Non-religious,1.3800771015453797,0,-1.511880603,Never,1,All Participants
R_2cniFHOP1toDH7H,0.38095238095238093,Woman,Spiritual but not religious,NA,Never,Somewhat important,A few times a month,NA,NA,NA,NA,NA,1,Spiritual but not religious,New Age / Spiritual,0.43070420230895456,1.8,0.072525638,A few times a month,3,All Participants
R_2cnqAdn5WXZSZVJ,0.33333333333333337,Man,Agnostic,NA,Seldom,Not too important,Seldom,NA,NA,NA,NA,NA,0,Agnostic,Non-religious,-0.518668697,1,-0.631654914,Seldom,2,All Participants
R_2COCS09k6YsjcsE,2,Man,Protestant,none,A few times a year,Somewhat important,Once a week,Yes,NA,Yes,Yes,none,1,Protestant,Christian,0.43070420230895456,2,0.24857077567475053,Once a week,4,All Christian
R_2CQEQWnIik28OJc,0.083333333,Man,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,2,Agnostic,Non-religious,1.3800771015453797,0,-1.511880603,Never,1,All Participants
R_2CqOw0dzSoBwnKx,0.1818181818181818,Man,"Christian, no specific denomination",NA,Never,NA,Once a day,NA,NA,NA,NA,NA,2,"Christian, no specific denomination",Christian,1.3800771015453797,0,-1.511880603,Once a day,6,All Christian
R_2CqvzbtokIAEtRa,0.13636363636363638,Woman,Catholic,NA,A few times a year,Somewhat important,Once a week,Yes,No,Yes,Yes,NA,-1,Catholic,Christian,-1.468041596,2.2,0.4246159135591128,Once a week,4,All Christian
R_2CrGpNvNpe6QzR1,0.8333333333333333,Woman,Spiritual but not religious,NA,Seldom,Somewhat important,A few times a week,NA,NA,NA,NA,NA,0,Spiritual but not religious,New Age / Spiritual,-0.518668697,2.6,0.7767061893278371,A few times a week,5,All Participants
R_2CTkzXoo1qINtwq,0,Woman,Catholic,NA,Never,Not too important,Seldom,NA,NA,NA,NA,NA,0,Catholic,Christian,-0.518668697,0.6,-0.98374519,Seldom,2,All Christian
R_2CUh7XJpbiFDgae,0.31818181818181823,Woman,Spiritual but not religious,NA,Seldom,Somewhat important,Seldom,NA,NA,NA,NA,NA,1,Spiritual but not religious,New Age / Spiritual,0.43070420230895456,1.6,-0.1035195,Seldom,2,All Participants
R_2cw09tCY8oMQSMx,0.5238095238095238,Woman,Spiritual but not religious,NA,Seldom,Not too important,A few times a month,NA,NA,NA,NA,NA,1,Spiritual but not religious,New Age / Spiritual,0.43070420230895456,1,-0.631654914,A few times a month,3,All Participants
R_2D2kyUELJZjSSBk,0.3181818181818182,Woman,Catholic,NA,Once a week,Very important,Several times a day,Yes,No,No,NA,NA,0,Catholic,Christian,-0.518668697,1.4,-0.279564638,Several times a day,7,All Christian
R_2dKl9QXiTs3fmlf,0.095238095,Man,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Agnostic,Non-religious,-0.518668697,0.4,-1.159790327,Never,1,All Participants
R_2dKYLGGuhEs49XL,0.3684210526315789,Woman,"Catholic,Agnostic",Baptised but a non-practicing Catholic. Only attend weddings and funerals.,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,More than one religion/spirituality,More than one religion/spirituality,-0.518668697,3.2,1.3048416029809236,Never,1,All Participants
R_2dMeIFgBSvJfSwr,0,Man,Nothing in particular,NA,A few times a year,Not at all important,Never,NA,NA,NA,NA,NA,0,Nothing in particular,Non-religious,-0.518668697,1.6,-0.1035195,Never,1,All Participants
R_2DN7xx18nERrNal,0,Man,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Agnostic,Non-religious,-0.518668697,2,0.24857077567475053,Never,1,All Participants
R_2doH2FyB1SmQC88,0.5,Woman,Hindu,NA,Seldom,Somewhat important,Once a week,NA,NA,NA,NA,NA,1,Hindu,Other World Religion,0.43070420230895456,2.2,0.4246159135591128,Once a week,4,All Participants
R_2DOyuD5ocv2nIxm,0.090909091,Woman,Spiritual but not religious,NA,Never,Not too important,Never,NA,NA,NA,NA,NA,-1,Spiritual but not religious,New Age / Spiritual,-1.468041596,4,2.009022154518372,Never,1,All Participants
R_2dp6b0kqDafkwM1,0.28571428571428575,Woman,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,-2,Atheist,Non-religious,-2.417414495,4,2.009022154518372,Never,1,All Participants
R_2dQshgPTnyo6KIk,0.090909091,Man,Nothing in particular,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,1,Nothing in particular,Non-religious,0.43070420230895456,2.4,0.6006610514434747,Never,1,All Participants
R_2dsWYApuEKuEy2u,1.3636363636363638,Woman,Catholic,"I'm psychic and it's been something that has increased over time. I'm starting to see signs of it in my daughter. If you don't think this exists, please refer to the many CIA studies that have now become possible. My friend Jean Munzer worked as a psychic for the FBI. I am a Church Organist. There have been times I've experienced the dead during their funeral OR experienced other dead coming to greet them. I have confirmed details with the family (soldier uniforms, etc). On only 1 experience I felt a presence during the mass of a person screaming in agony asking for my help. I went to the priest afterwards who asked me to keep it in confidence that the man was a mafia hitman and as far as the priest knew that was not ever made public. I pray for that man's soul and because of him I believe Hell is not just a concept. As far as Priests; I have noticed that I have a greater faith in God than most of them I have met. Nuns on the other hand seem to all get callings and have deep faith in God. In the past 10 years, I've had a calling to start an order for women who are interested in becoming priests. Nuns will be able to be Catholic Priests over the next 20 years. It will start with Women Deacons first.",More than once a week,Very important,Several times a day,Yes,Yes,Yes,Yes,I worked as an exorcist for my diocese. They needed a woman to be present on occasions (when there is a woman) and the exoricist had met with me and another priest several times. I went through spiritual training and intense mental screenings. I witnessed non-demonic mental illnesses and demonic attractions and possessions. The show Evil is somewhat close to reality but there is a lot I never heard of and doubt exists (like demonic families for instance). Look up Lorna Byrne to know more about Angels; she is fascinating. I speak to my Angel all day long and find it very comforting. You have one; you just have to say hello to yours if you've never had the experience of speaking with them.,-1,Catholic,Christian,-1.468041596,4,2.009022154518372,Several times a day,7,All Christian
R_2duVce7KxkrKlHD,1.357142857142857,Man,Protestant,NA,Once a week,Very important,Once a day,Yes,No,No,Yes,NA,2,Protestant,Christian,1.3800771015453797,1.6,-0.1035195,Once a day,6,All Christian
R_2dWGuUkNIGG7uEF,0,Man,"Agnostic,Atheist",NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,1,More than one non-religious identity,Non-religious,0.43070420230895456,2.6,0.7767061893278371,Never,1,All Participants
R_2DXGyT7qiIK67f7,0.10526315789473684,Man,Spiritual but not religious,NA,Seldom,Not at all important,Never,NA,NA,NA,NA,NA,0,Spiritual but not religious,New Age / Spiritual,-0.518668697,2.4,0.6006610514434747,Never,1,All Participants
R_2dxKZB5yp74vIXC,1.0666666666666667,Woman,"Christian, no specific denomination,Spiritual but not religious",Spiritual but not religious covers it. The most significantly meaningful spiritual experiences I have had have been during ketamine infusions and psilocybin trips,Seldom,Not at all important,Seldom,NA,NA,NA,NA,NA,0,More than one religion/spirituality,More than one religion/spirituality,-0.518668697,1.6,-0.1035195,Seldom,2,All Participants
R_2DXZGLoXY2thx5i,0.090909091,Woman,Protestant,NA,Seldom,Somewhat important,A few times a week,No,No,No,No,NA,0,Protestant,Christian,-0.518668697,1.8,0.072525638,A few times a week,5,All Christian
R_2DYLc9rp6Tv3v7S,0.15000000000000002,Woman,Nothing in particular,"I have no religion. I grew up in culture that heavily influenced by Buddhism but I am no Buddhist. I am not convinced there’s a creator, I do have some interest in religion teaching as “philosophy” rather than belief. I feel like all religions deep in the core are heading in same direction: leading people toward righteousness",Never,Not at all important,Seldom,NA,NA,NA,NA,NA,0,Nothing in particular,Non-religious,-0.518668697,3,1.1287964650965612,Seldom,2,All Participants
R_2DYLZax8hcLSx5T,0.26315789473684215,Woman,"Orthodox Christian (for example, Greek Orthodox, Russian Orthodox)",N/A,Never,Not too important,Seldom,Yes,No,Yes,Yes,N/A,0,"Orthodox Christian (for example, Greek Orthodox, Russian Orthodox)",Christian,-0.518668697,0.8,-0.807700052,Seldom,2,All Christian
R_2dyW7DgHKbyEZKQ,0.090909091,Woman,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,-2,Agnostic,Non-religious,-2.417414495,2.2,0.4246159135591128,Never,1,All Participants
R_2dzOkKXW8EoWT4a,0.40909090909090906,Man,"Member of the Church of Jesus Christ of Latter-day Saints (sometimes known as ""Mormon"")",NA,More than once a week,Very important,Once a day,No,No,Yes,Yes,NA,1,"Member of the Church of Jesus Christ of Latter-day Saints (sometimes known as ""Mormon"")",Christian,0.43070420230895456,1.6,-0.1035195,Once a day,6,All Christian
R_2e2alFXxq5d61v8,0.23809523809523805,Woman,Protestant,NA,Never,Somewhat important,A few times a week,NA,No,NA,NA,NA,0,Protestant,Christian,-0.518668697,3,1.1287964650965612,A few times a week,5,All Christian
R_2e3BpkoJXZrWSh7,0.13636363636363638,Something else (Please feel free to say more below.),Agnostic,NA,Seldom,Not at all important,Seldom,NA,NA,NA,NA,NA,2,Agnostic,Non-religious,1.3800771015453797,3.4,1.4808867408652855,Seldom,2,All Participants
R_2E5Ifj9rPuyrAN5,0.052631578947368425,Man,"Christian, no specific denomination",NA,A few times a year,Somewhat important,Once a day,NA,No,NA,Yes,NA,1,"Christian, no specific denomination",Christian,0.43070420230895456,0.8,-0.807700052,Once a day,6,All Christian
R_2E6jiGZWEsWNw7r,0,Woman,Nothing in particular,NA,Never,Not too important,Never,NA,NA,NA,NA,NA,0,Nothing in particular,Non-religious,-0.518668697,0.8,-0.807700052,Never,1,All Participants
R_2e8dqXFemMBFZgO,1,Man,Catholic,NA,Once a week,Somewhat important,Once a week,Yes,No,Yes,Yes,NA,1,Catholic,Christian,0.43070420230895456,1.4,-0.279564638,Once a week,4,All Christian
R_2EAUse1ZmR34OGy,0,Man,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Agnostic,Non-religious,-0.518668697,0.4,-1.159790327,Never,1,All Participants
R_2EbLpaKr6fHU3GN,0.090909091,Woman,"Agnostic,Atheist","Raised ""born again"" but I have not believed in any faith since I was a preteen",Never,Not at all important,Never,NA,NA,NA,NA,NA,0,More than one non-religious identity,Non-religious,-0.518668697,3,1.1287964650965612,Never,1,All Participants
R_2Ecc22Ic5JI2y5p,0,Man,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Agnostic,Non-religious,-0.518668697,0.2,-1.335835465,Never,1,All Participants
R_2En9hkvB3BkoyOJ,0.28571428571428575,Man,Spiritual but not religious,NA,Seldom,Somewhat important,Seldom,NA,NA,NA,NA,NA,0,Spiritual but not religious,New Age / Spiritual,-0.518668697,0.4,-1.159790327,Seldom,2,All Participants
R_2eQnt3ZPm39KHcx,0,Man,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Atheist,Non-religious,-0.518668697,1.4,-0.279564638,Never,1,All Participants
R_2eR8nPQjn8lx5Ps,0.045454545454545456,Woman,Agnostic,I was raised Presbyterian.,Seldom,Not too important,Seldom,NA,NA,NA,NA,NA,0,Agnostic,Non-religious,-0.518668697,3.6,1.656931878749648,Seldom,2,All Participants
R_2Et94QnuTHDYdCB,1.8823529411764706,Man,NA,NA,A few times a year,Very important,Once a day,NA,NA,NA,NA,NA,-1,NA,Other,-1.468041596,2.2,0.4246159135591128,Once a day,6,All Participants
R_2EtQrJSbefuoE19,0.4545454545454545,Woman,Nothing in particular,NA,A few times a year,Not too important,Seldom,NA,NA,NA,NA,NA,1,Nothing in particular,Non-religious,0.43070420230895456,2,0.24857077567475053,Seldom,2,All Participants
